id,created_date,closing_date,current_price,side,sale_kind,payment_token_contract,base_price,creator_fee,sale_duration,animation,external_link_boolean,description_boolean
1418600395,2021-10-31T16:30:32.955059,2021-10-31T20:00:00,3.316659999999998e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",3316659999999998000,500.0,0 days 03:29:27.044941,False,False,False
1418600394,2021-10-31T16:30:32.941233,2021-10-31T20:40:27,3.301589999999997e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",3301589999999997000,500.0,0 days 04:09:54.058767,False,False,False
1418600393,2021-10-31T16:30:32.937484,2021-10-31T20:30:32,2.67e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",267000000000000000,1250.0,0 days 03:59:59.062516,True,True,True
1418600392,2021-10-31T16:30:32.933804,2021-10-31T20:30:31,1.076e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",107600000000000000,600.0,0 days 03:59:58.066196,False,False,False
1418600391,2021-10-31T16:30:32.934336,2021-10-31T20:30:31,6.525e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",6525000000000000000,1000.0,0 days 03:59:58.065664,True,True,True
1418600390,2021-10-31T16:30:32.924253,2021-10-31T20:21:27,1.148e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",1148000000000000000,550.0,0 days 03:50:54.075747,False,False,True
1418600389,2021-10-31T16:30:32.914284,2021-10-31T20:30:24,1.396e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",139600000000000000,750.0,0 days 03:59:51.085716,False,False,True
1418600388,2021-10-31T16:30:32.908062,2021-11-01T04:30:00,1.45e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",1450000000000000000,750.0,0 days 11:59:27.091938,False,False,True
1418600387,2021-10-31T16:30:32.900447,2021-11-01T02:30:19,1.172e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",1172000000000000000,950.0,0 days 09:59:46.099553,False,False,True
1418600386,2021-10-31T16:30:32.902415,2021-10-31T20:30:31,3.855e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",385500000000000000,250.0,0 days 03:59:58.097585,False,True,True
1418600385,2021-10-31T16:30:32.895488,2021-10-31T20:30:31,1.776e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",177600000000000000,250.0,0 days 03:59:58.104512,False,False,False
1418600384,2021-10-31T16:30:32.893784,2021-10-31T20:40:30,3.3056399999999985e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",3305639999999998600,500.0,0 days 04:09:57.106216,False,False,False
1418600383,2021-10-31T16:30:32.881581,2021-10-31T20:30:31,1.296e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",129600000000000000,1000.0,0 days 03:59:58.118419,True,False,True
1418600382,2021-10-31T16:30:32.879511,2022-04-30T16:29:21,2.18e+17,1,0,"{'id': 1, 'symbol': 'ETH', 'address': '0x0000000000000000000000000000000000000000', 'image_url': 'https://storage.opensea.io/files/6f8e2979d428180222796ff4a33ab929.svg', 'name': 'Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4224.770000000000437000'}",218000000000000000,1050.0,180 days 23:58:48.120489,False,False,True
1418600381,2021-10-31T16:30:32.875788,2021-10-31T20:30:31,1.16e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",116000000000000000,750.0,0 days 03:59:58.124212,False,False,True
1418600380,2021-10-31T16:30:32.871959,2021-10-31T20:30:31,1.7264e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",1726400000000000000,1000.0,0 days 03:59:58.128041,False,True,True
1418600379,2021-10-31T16:30:32.868944,2021-10-31T20:02:08,1.125e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",112500000000000000,800.0,0 days 03:31:35.131056,False,True,True
1418600378,2021-10-31T16:30:32.867688,2021-11-01T02:00:00,3.0016000000000004e+19,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",30016000000000005000,500.0,0 days 09:29:27.132312,False,False,False
1418600377,2021-10-31T16:30:32.864731,2021-10-31T18:30:32,1.925e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",192500000000000000,1000.0,0 days 01:59:59.135269,True,True,True
1418600376,2021-10-31T16:30:32.862517,2021-10-31T17:07:59,2.07306e+17,1,0,"{'id': 1, 'symbol': 'ETH', 'address': '0x0000000000000000000000000000000000000000', 'image_url': 'https://storage.opensea.io/files/6f8e2979d428180222796ff4a33ab929.svg', 'name': 'Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4224.770000000000437000'}",207306000000000000,700.0,0 days 00:37:26.137483,False,True,True
1418600375,2021-10-31T16:30:32.859276,2022-04-30T16:30:25,6.378e+17,1,0,"{'id': 1, 'symbol': 'ETH', 'address': '0x0000000000000000000000000000000000000000', 'image_url': 'https://storage.opensea.io/files/6f8e2979d428180222796ff4a33ab929.svg', 'name': 'Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4224.770000000000437000'}",637800000000000000,250.0,180 days 23:59:52.140724,False,True,True
1418600374,2021-10-31T16:30:32.842832,2021-10-31T17:30:32,5.999699999999999e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",5999699999999999000,750.0,0 days 00:59:59.157168,False,False,True
1418600373,2021-10-31T16:30:32.826550,2021-10-31T20:40:30,3.4474499999999995e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",3447449999999999300,500.0,0 days 04:09:57.173450,False,False,False
1418600372,2021-10-31T16:30:32.825108,2021-10-31T20:40:30,2.919269999999999e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",2919269999999999000,500.0,0 days 04:09:57.174892,False,False,False
1418600371,2021-10-31T16:30:32.816489,2021-10-31T20:30:31,1.6068e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",1606800000000000000,750.0,0 days 03:59:58.183511,True,False,True
1418600370,2021-10-31T16:30:32.813289,2021-10-31T20:22:49,4.4e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",440000000000000000,750.0,0 days 03:52:16.186711,False,False,True
1418600369,2021-10-31T16:30:32.813742,2021-10-31T21:23:59,1.3892e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",1389200000000000000,500.0,0 days 04:53:26.186258,False,False,True
1418600368,2021-10-31T16:30:32.790801,2021-10-31T20:30:27,5.195e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",519500000000000000,400.0,0 days 03:59:54.209199,False,True,True
1418600367,2021-10-31T16:30:32.768901,2021-10-31T20:30:31,3.95e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",395000000000000000,750.0,0 days 03:59:58.231099,False,False,True
1418600366,2021-10-31T16:30:32.768870,2021-10-31T20:40:30,3.325919999999996e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",3325919999999996000,500.0,0 days 04:09:57.231130,False,False,False
1418600365,2021-10-31T16:30:32.768473,2021-10-31T20:30:31,3.0814e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",3081400000000000000,500.0,0 days 03:59:58.231527,False,False,False
1418600364,2021-10-31T16:30:32.761946,2021-10-31T20:30:31,1.168e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",116800000000000000,650.0,0 days 03:59:58.238054,False,False,True
1418600363,2021-10-31T16:30:32.756669,2021-10-31T22:59:02,6.235e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",623500000000000000,1250.0,0 days 06:28:29.243331,False,False,True
1418600362,2021-10-31T16:30:32.752078,2021-10-31T20:30:31,2.0284e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",2028400000000000000,1000.0,0 days 03:59:58.247922,True,True,True
1418600361,2021-10-31T16:30:32.746926,2021-10-31T20:30:31,9.1e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",9100000000000001000,1000.0,0 days 03:59:58.253074,True,True,True
1418600360,2021-10-31T16:30:32.745810,2021-10-31T20:00:00,3.2983299999999974e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",3298329999999997800,500.0,0 days 03:29:27.254190,False,False,False
1418600359,2021-10-31T16:30:32.744915,2021-10-31T17:30:32,9.896005573e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",989600557300000000,750.0,0 days 00:59:59.255085,False,False,True
1418600358,2021-10-31T16:30:32.738531,2021-10-31T20:30:31,2.41e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",241000000000000000,500.0,0 days 03:59:58.261469,False,True,True
1418600357,2021-10-31T16:30:32.735865,2021-10-31T20:30:31,9.38e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",938000000000000000,1000.0,0 days 03:59:58.264135,False,True,True
1418600356,2021-10-31T16:30:32.732493,2021-10-31T20:30:23,1.467e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",146700000000000000,1000.0,0 days 03:59:50.267507,False,False,False
1418600355,2021-10-31T16:30:32.717173,2021-10-31T20:30:30,1.7e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",1700000000000000000,500.0,0 days 03:59:57.282827,False,False,True
1418600354,2021-10-31T16:30:32.704895,2021-11-01T16:30:07,7.721e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",772100000000000000,500.0,0 days 23:59:34.295105,False,False,True
1418600353,2021-10-31T16:30:32.694027,2021-11-01T16:31:35,1.6e+17,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",160000000000000000,950.0,1 days 00:01:02.305973,False,True,False
1418600352,2021-10-31T16:30:32.686554,2021-11-01T00:30:31,2.801e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",2801000000000000000,250.0,0 days 07:59:58.313446,False,False,True
1418600351,2021-10-31T16:30:32.681173,2021-10-31T21:23:59,1.4907e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",1490700000000000000,500.0,0 days 04:53:26.318827,False,False,True
1418600350,2021-10-31T16:30:32.668007,2021-10-31T20:00:00,3.2965999999999974e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",3296599999999997500,500.0,0 days 03:29:27.331993,False,False,False
1418600349,2021-10-31T16:30:32.656482,2021-11-01T04:30:00,1.1e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",1100000000000000000,750.0,0 days 11:59:27.343518,False,False,True
1418600348,2021-10-31T16:30:32.657181,2021-10-31T22:30:24,1.380457396e+18,0,0,"{'id': 2, 'symbol': 'WETH', 'address': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'image_url': 'https://storage.opensea.io/files/accae6b6fb3888cbff27a013729c22dc.svg', 'name': 'Wrapped Ether', 'decimals': 18, 'eth_price': '1.000000000000000', 'usd_price': '4216.619999999999891000'}",1380457396000000000,650.0,0 days 05:59:51.342819,False,True,True
